episode,steps_so_far,ep_reward,ep_length,success,epsilon
286,270100,-35,42,1,0.01
287,270175,-192,75,1,0.01
288,270218,-40,43,1,0.01
289,270267,-46,49,1,0.01
290,270316,-46,49,1,0.01
291,270363,-44,47,1,0.01
292,270421,-99,58,1,0.01
293,270468,-44,47,1,0.01
294,270512,-37,44,1,0.01
295,270557,-34,45,1,0.01
296,270600,-32,43,1,0.01
297,270650,-59,50,1,0.01
298,270696,-47,46,1,0.01
299,270741,-42,45,1,0.01
300,270784,-32,43,1,0.01
301,270842,-75,58,1,0.01
302,270892,-51,50,1,0.01
303,270935,-40,43,1,0.01
304,270977,-35,42,1,0.01
305,271021,-37,44,1,0.01
306,271063,-35,42,1,0.01
307,271110,-52,47,1,0.01
308,271154,-37,44,1,0.01
309,271203,-46,49,1,0.01
310,271247,-37,44,1,0.01
311,271307,-61,60,1,0.01
312,271352,-42,45,1,0.01
313,271399,-44,47,1,0.01
314,271443,-45,44,1,0.01
315,271487,-37,44,1,0.01
316,271531,-45,44,1,0.01
317,271576,-42,45,1,0.01
318,271622,-47,46,1,0.01
319,271677,-60,55,1,0.01
320,271720,-32,43,1,0.01
321,271775,-76,55,1,0.01
322,271821,-39,46,1,0.01
323,271864,-40,43,1,0.01
324,271905,-30,41,1,0.01
325,271959,-47,54,1,0.01
326,272007,-41,48,1,0.01
327,272053,-47,46,1,0.01
328,272095,-35,42,1,0.01
329,272145,-59,50,1,0.01
330,272216,-68,71,1,0.01
331,272264,-49,48,1,0.01
332,272309,-42,45,1,0.01
333,272363,-47,54,1,0.01
334,272417,-47,54,1,0.01
335,272462,-50,45,1,0.01
336,272517,-52,55,1,0.01
337,272558,-30,41,1,0.01
338,272604,-47,46,1,0.01
339,272646,-35,42,1,0.01
340,272694,-41,48,1,0.01
