episode,steps_so_far,ep_reward,ep_length,success,epsilon
188,228978,-67,58,1,0.01
189,229042,-73,64,1,0.01
190,229102,-77,60,1,0.01
191,229154,-45,52,1,0.01
192,229233,-76,79,1,0.01
193,229308,-96,75,1,0.01
194,229363,-60,55,1,0.01
195,229418,-60,55,1,0.01
196,229470,-45,52,1,0.01
197,229532,-63,62,1,0.01
198,229595,-76,63,1,0.01
199,229651,-49,56,1,0.01
200,229706,-60,55,1,0.01
201,229776,-87,70,1,0.01
202,229834,-67,58,1,0.01
203,229892,-67,58,1,0.01
204,229947,-60,55,1,0.01
205,230007,-53,60,1,0.01
206,230061,-47,54,1,0.01
207,230119,-67,58,1,0.01
208,230185,-75,66,1,0.01
209,230240,-60,55,1,0.01
210,230450,-235,210,1,0.01
211,230504,-63,54,1,0.01
212,230559,-60,55,1,0.01
213,230615,-57,56,1,0.01
214,230671,-57,56,1,0.01
215,230735,-65,64,1,0.01
216,230792,-62,57,1,0.01
217,230847,-60,55,1,0.01
218,230901,-55,54,1,0.01
219,231158,-310,257,1,0.01
220,231214,-49,56,1,0.01
221,231272,-59,58,1,0.01
222,231327,-68,55,1,0.01
223,231380,-50,53,1,0.01
224,231440,-69,60,1,0.01
225,231494,-55,54,1,0.01
226,231566,-81,72,1,0.01
227,231626,-69,60,1,0.01
228,231683,-54,57,1,0.01
229,231776,-138,93,1,0.01
230,231832,-49,56,1,0.01
231,231935,-108,103,1,0.01
232,231992,-54,57,1,0.01
233,232082,-251,90,1,0.01
234,232175,-210,93,1,0.01
